edicao_numero;mes;ano;preco_capa;url
1782;3;1987;Cz$ 5,50;http://wwwguiadosquadrinhoscom/edicao/pato-donald-o-n-1782/ptd0031/13774
1783;3;1987;Cz$ 7,00;http://wwwguiadosquadrinhoscom/edicao/pato-donald-o-n-1783/ptd0031/13775
1784;4;1987;Cz$ 7,00;http://wwwguiadosquadrinhoscom/edicao/pato-donald-o-n-1784/ptd0031/13776
1785;4;1987;Cz$ 7,00;http://wwwguiadosquadrinhoscom/edicao/pato-donald-o-n-1785/ptd0031/13777
1786;5;1987;Cz$ 7,00;http://wwwguiadosquadrinhoscom/edicao/pato-donald-o-n-1786/ptd0031/13778
1787;5;1987;Cz$ 8,00;http://wwwguiadosquadrinhoscom/edicao/pato-donald-o-n-1787/ptd0031/13779
1788;6;1987;Cz$ 10,00;http://wwwguiadosquadrinhoscom/edicao/pato-donald-o-n-1788/ptd0031/13780
1789;6;1987;Cz$ 10,00;http://wwwguiadosquadrinhoscom/edicao/pato-donald-o-n-1789/ptd0031/13781
1790;7;1987;Cz$ 12,00;http://wwwguiadosquadrinhoscom/edicao/pato-donald-o-n-1790/ptd0031/13782
1791;7;1987;Cz$ 10,00;http://wwwguiadosquadrinhoscom/edicao/pato-donald-o-n-1791/ptd0031/13783
1792;7;1987;Cz$ 10,00;http://wwwguiadosquadrinhoscom/edicao/pato-donald-o-n-1792/ptd0031/13784
1793;8;1987;Cz$ 10,00;http://wwwguiadosquadrinhoscom/edicao/pato-donald-o-n-1793/ptd0031/13785
1794;8;1987;Cz$ 10,00;http://wwwguiadosquadrinhoscom/edicao/pato-donald-o-n-1794/ptd0031/13786
1795;9;1987;Cz$ 10,00;http://wwwguiadosquadrinhoscom/edicao/pato-donald-o-n-1795/ptd0031/13787
1796;9;1987;Cz$ 12,50;http://wwwguiadosquadrinhoscom/edicao/pato-donald-o-n-1796/ptd0031/13788
1797;10;1987;Cz$ 14,00;http://wwwguiadosquadrinhoscom/edicao/pato-donald-o-n-1797/ptd0031/13789
1798;10;1987;Cz$ 14,00;http://wwwguiadosquadrinhoscom/edicao/pato-donald-o-n-1798/ptd0031/13790
1799;11;1987;Cz$ 18,00;http://wwwguiadosquadrinhoscom/edicao/pato-donald-o-n-1799/ptd0031/13791
1800;11;1987;Cz$ 18,00;http://wwwguiadosquadrinhoscom/edicao/pato-donald-o-n-1800/ptd0031/13792
1801;12;1987;Cz$ 22,00;http://wwwguiadosquadrinhoscom/edicao/pato-donald-o-n-1801/ptd0031/13793
1802;12;1987;Cz$ 22,00;http://wwwguiadosquadrinhoscom/edicao/pato-donald-o-n-1802/ptd0031/13794
1803;1;1988;Cz$ 27,00;http://wwwguiadosquadrinhoscom/edicao/pato-donald-o-n-1803/ptd0031/13795
1804;1;1988;Cz$ 27,00;http://wwwguiadosquadrinhoscom/edicao/pato-donald-o-n-1804/ptd0031/13796
1805;1;1988;Cz$ 27,00;http://wwwguiadosquadrinhoscom/edicao/pato-donald-o-n-1805/ptd0031/13797
1806;2;1988;Cz$ 35,00;http://wwwguiadosquadrinhoscom/edicao/pato-donald-o-n-1806/ptd0031/13798
1807;2;1988;Cz$ 35,00;http://wwwguiadosquadrinhoscom/edicao/pato-donald-o-n-1807/ptd0031/13799
1808;3;1988;Cz$ 45,00;http://wwwguiadosquadrinhoscom/edicao/pato-donald-o-n-1808/ptd0031/13800
1809;3;1988;Cz$ 45,00;http://wwwguiadosquadrinhoscom/edicao/pato-donald-o-n-1809/ptd0031/13801
1810;4;1988;Cz$ 50,00;http://wwwguiadosquadrinhoscom/edicao/pato-donald-o-n-1810/ptd0031/13802
1811;4;1988;Cz$ 50,00;http://wwwguiadosquadrinhoscom/edicao/pato-donald-o-n-1811/ptd0031/13803
1812;5;1988;Cz$ 55,00;http://wwwguiadosquadrinhoscom/edicao/pato-donald-o-n-1812/ptd0031/13804
1813;5;1988;Cz$ 55,00;http://wwwguiadosquadrinhoscom/edicao/pato-donald-o-n-1813/ptd0031/13805
1814;6;1988;Cz$ 65,00;http://wwwguiadosquadrinhoscom/edicao/pato-donald-o-n-1814/ptd0031/13806
1815;6;1988;Cz$ 65,00;http://wwwguiadosquadrinhoscom/edicao/pato-donald-o-n-1815/ptd0031/13807
1816;7;1988;Cz$ 80,00;http://wwwguiadosquadrinhoscom/edicao/pato-donald-o-n-1816/ptd0031/13808
1817;7;1988;Cz$ 80,00;http://wwwguiadosquadrinhoscom/edicao/pato-donald-o-n-1817/ptd0031/13809
1818;7;1988;Cz$ 80,00;http://wwwguiadosquadrinhoscom/edicao/pato-donald-o-n-1818/ptd0031/13810
1819;8;1988;Cz$ 95,00;http://wwwguiadosquadrinhoscom/edicao/pato-donald-o-n-1819/ptd0031/13811
1820;8;1988;Cz$ 95,00;http://wwwguiadosquadrinhoscom/edicao/pato-donald-o-n-1820/ptd0031/13812
1821;9;1988;Cz$ 115,00;http://wwwguiadosquadrinhoscom/edicao/pato-donald-o-n-1821/ptd0031/13813
1822;9;1988;Cz$ 115,00;http://wwwguiadosquadrinhoscom/edicao/pato-donald-o-n-1822/ptd0031/13814
1823;10;1988;Cz$ 135,00;http://wwwguiadosquadrinhoscom/edicao/pato-donald-o-n-1823/ptd0031/13815
1824;10;1988;Cz$ 145,00;http://wwwguiadosquadrinhoscom/edicao/pato-donald-o-n-1824/ptd0031/13816
1825;11;1988;Cz$ 165,00;http://wwwguiadosquadrinhoscom/edicao/pato-donald-o-n-1825/ptd0031/13817
1826;11;1988;Cz$ 180,00;http://wwwguiadosquadrinhoscom/edicao/pato-donald-o-n-1826/ptd0031/13818
1827;12;1988;Cz$ 200,00;http://wwwguiadosquadrinhoscom/edicao/pato-donald-o-n-1827/ptd0031/13819
1828;12;1988;Cz$ 230,00;http://wwwguiadosquadrinhoscom/edicao/pato-donald-o-n-1828/ptd0031/13820
1829;12;1988;Cz$ 230,00;http://wwwguiadosquadrinhoscom/edicao/pato-donald-o-n-1829/ptd0031/13821
1830;1;1989;NCz$ 0,29;http://wwwguiadosquadrinhoscom/edicao/pato-donald-o-n-1830/ptd0031/13822
1831;1;1989;NCz$ 0,29;http://wwwguiadosquadrinhoscom/edicao/pato-donald-o-n-1831/ptd0031/13823
1832;2;1989;NCz$ 0,29;http://wwwguiadosquadrinhoscom/edicao/pato-donald-o-n-1832/ptd0031/13824
1833;2;1989;NCz$ 0,29;http://wwwguiadosquadrinhoscom/edicao/pato-donald-o-n-1833/ptd0031/13825
1834;3;1989;NCz$ 0,29;http://wwwguiadosquadrinhoscom/edicao/pato-donald-o-n-1834/ptd0031/13826
1835;3;1989;NCz$ 0,29;http://wwwguiadosquadrinhoscom/edicao/pato-donald-o-n-1835/ptd0031/13827
1836;4;1989;NCz$ 0,29;http://wwwguiadosquadrinhoscom/edicao/pato-donald-o-n-1836/ptd0031/13828
1837;4;1989;NCz$ 0,29;http://wwwguiadosquadrinhoscom/edicao/pato-donald-o-n-1837/ptd0031/13829
1838;5;1989;NCz$ 0,35;http://wwwguiadosquadrinhoscom/edicao/pato-donald-o-n-1838/ptd0031/13830
1839;5;1989;NCz$ 0,35;http://wwwguiadosquadrinhoscom/edicao/pato-donald-o-n-1839/ptd0031/13831
1840;5;1989;NCz$ 0,35;http://wwwguiadosquadrinhoscom/edicao/pato-donald-o-n-1840/ptd0031/13832
1841;6;1989;NCz$ 0,43;http://wwwguiadosquadrinhoscom/edicao/pato-donald-o-n-1841/ptd0031/13833
1842;6;1989;NCz$ 0,43;http://wwwguiadosquadrinhoscom/edicao/pato-donald-o-n-1842/ptd0031/13834
1843;7;1989;NCz$ 0,65;http://wwwguiadosquadrinhoscom/edicao/pato-donald-o-n-1843/ptd0031/13835
1844;7;1989;NCz$ 0,65;http://wwwguiadosquadrinhoscom/edicao/pato-donald-o-n-1844/ptd0031/13836
1845;8;1989;NCz$ 1,10;http://wwwguiadosquadrinhoscom/edicao/pato-donald-o-n-1845/ptd0031/13837
1846;8;1989;NCz$ 1,10;http://wwwguiadosquadrinhoscom/edicao/pato-donald-o-n-1846/ptd0031/13838
1847;9;1989;NCz$ 1,50;http://wwwguiadosquadrinhoscom/edicao/pato-donald-o-n-1847/ptd0031/13839
1848;9;1989;NCz$ 1,50;http://wwwguiadosquadrinhoscom/edicao/pato-donald-o-n-1848/ptd0031/13840
1849;10;1989;NCz$ 2,20;http://wwwguiadosquadrinhoscom/edicao/pato-donald-o-n-1849/ptd0031/13841
1850;10;1989;NCz$ 2,20;http://wwwguiadosquadrinhoscom/edicao/pato-donald-o-n-1850/ptd0031/13842
1851;11;1989;NCz$ 2,90;http://wwwguiadosquadrinhoscom/edicao/pato-donald-o-n-1851/ptd0031/13843
1852;11;1989;NCz$ 2,90;http://wwwguiadosquadrinhoscom/edicao/pato-donald-o-n-1852/ptd0031/13844
1853;11;1989;NCz$ 3,60;http://wwwguiadosquadrinhoscom/edicao/pato-donald-o-n-1853/ptd0031/13845
1854;12;1989;NCz$ 4,40;http://wwwguiadosquadrinhoscom/edicao/pato-donald-o-n-1854/ptd0031/13846
1855;12;1989;NCz$ 5,40;http://wwwguiadosquadrinhoscom/edicao/pato-donald-o-n-1855/ptd0031/13847
1856;1;1990;NCz$ 7,00;http://wwwguiadosquadrinhoscom/edicao/pato-donald-o-n-1856/ptd0031/13848
1857;1;1990;NCz$ 8,00;http://wwwguiadosquadrinhoscom/edicao/pato-donald-o-n-1857/ptd0031/13849
1858;1;1990;NCz$ 8,00;http://wwwguiadosquadrinhoscom/edicao/pato-donald-o-n-1858/ptd0031/13850
1859;2;1990;NCz$ 11,00;http://wwwguiadosquadrinhoscom/edicao/pato-donald-o-n-1859/ptd0031/13851
1860;2;1990;NCz$ 11,00;http://wwwguiadosquadrinhoscom/edicao/pato-donald-o-n-1860/ptd0031/13852
1861;2;1990;NCz$ 13,00;http://wwwguiadosquadrinhoscom/edicao/pato-donald-o-n-1861/ptd0031/13853
1862;2;1990;NCz$ 13,00;http://wwwguiadosquadrinhoscom/edicao/pato-donald-o-n-1862/ptd0031/13854
1863;3;1990;NCz$ 20,00;http://wwwguiadosquadrinhoscom/edicao/pato-donald-o-n-1863/ptd0031/13855
1864;3;1990;NCz$ 20,00;http://wwwguiadosquadrinhoscom/edicao/pato-donald-o-n-1864/ptd0031/13856
1865;3;1990;NCz$ 20,00;http://wwwguiadosquadrinhoscom/edicao/pato-donald-o-n-1865/ptd0031/13857
1866;3;1990;Cr$ 23,00;http://wwwguiadosquadrinhoscom/edicao/pato-donald-o-n-1866/ptd0031/13858
1867;4;1990;Cr$ 20,00;http://wwwguiadosquadrinhoscom/edicao/pato-donald-o-n-1867/ptd0031/13859
1868;4;1990;Cr$ 20,00;http://wwwguiadosquadrinhoscom/edicao/pato-donald-o-n-1868/ptd0031/13860
1869;4;1990;Cr$ 20,00;http://wwwguiadosquadrinhoscom/edicao/pato-donald-o-n-1869/ptd0031/13861
1870;4;1990;Cr$ 20,00;http://wwwguiadosquadrinhoscom/edicao/pato-donald-o-n-1870/ptd0031/13862
1871;4;1990;Cr$ 20,00;http://wwwguiadosquadrinhoscom/edicao/pato-donald-o-n-1871/ptd0031/13863
1872;5;1990;Cr$ 20,00;http://wwwguiadosquadrinhoscom/edicao/pato-donald-o-n-1872/ptd0031/13864
1873;5;1990;Cr$ 20,00;http://wwwguiadosquadrinhoscom/edicao/pato-donald-o-n-1873/ptd0031/13865
1874;5;1990;Cr$ 20,00;http://wwwguiadosquadrinhoscom/edicao/pato-donald-o-n-1874/ptd0031/13866
1875;5;1990;Cr$ 20,00;http://wwwguiadosquadrinhoscom/edicao/pato-donald-o-n-1875/ptd0031/13867
1876;6;1990;Cr$ 20,00;http://wwwguiadosquadrinhoscom/edicao/pato-donald-o-n-1876/ptd0031/13868
1877;6;1990;Cr$ 20,00;http://wwwguiadosquadrinhoscom/edicao/pato-donald-o-n-1877/ptd0031/13869
1878;6;1990;Cr$ 20,00;http://wwwguiadosquadrinhoscom/edicao/pato-donald-o-n-1878/ptd0031/13870
1879;6;1990;Cr$ 20,00;http://wwwguiadosquadrinhoscom/edicao/pato-donald-o-n-1879/ptd0031/13871
1880;7;1990;Cr$ 25,00;http://wwwguiadosquadrinhoscom/edicao/pato-donald-o-n-1880/ptd0031/13872
1881;7;1990;Cr$ 25,00;http://wwwguiadosquadrinhoscom/edicao/pato-donald-o-n-1881/ptd0031/13873
1882;7;1990;Cr$ 25,00;http://wwwguiadosquadrinhoscom/edicao/pato-donald-o-n-1882/ptd0031/13874
1883;7;1990;Cr$ 25,00;http://wwwguiadosquadrinhoscom/edicao/pato-donald-o-n-1883/ptd0031/13875
1884;7;1990;Cr$ 30,00;http://wwwguiadosquadrinhoscom/edicao/pato-donald-o-n-1884/ptd0031/13876
1885;8;1990;Cr$ 30,00;http://wwwguiadosquadrinhoscom/edicao/pato-donald-o-n-1885/ptd0031/13877
1886;8;1990;Cr$ 30,00;http://wwwguiadosquadrinhoscom/edicao/pato-donald-o-n-1886/ptd0031/13878
1887;8;1990;Cr$ 30,00;http://wwwguiadosquadrinhoscom/edicao/pato-donald-o-n-1887/ptd0031/13879
1888;8;1990;Cr$ 30,00;http://wwwguiadosquadrinhoscom/edicao/pato-donald-o-n-1888/ptd0031/13880
1889;9;1990;Cr$ 35,00;http://wwwguiadosquadrinhoscom/edicao/pato-donald-o-n-1889/ptd0031/13881
1890;9;1990;Cr$ 35,00;http://wwwguiadosquadrinhoscom/edicao/pato-donald-o-n-1890/ptd0031/13882
1891;9;1990;Cr$ 35,00;http://wwwguiadosquadrinhoscom/edicao/pato-donald-o-n-1891/ptd0031/13883
1892;9;1990;Cr$ 35,00;http://wwwguiadosquadrinhoscom/edicao/pato-donald-o-n-1892/ptd0031/13884
1893;10;1990;Cr$ 40,00;http://wwwguiadosquadrinhoscom/edicao/pato-donald-o-n-1893/ptd0031/13885
1894;10;1990;Cr$ 40,00;http://wwwguiadosquadrinhoscom/edicao/pato-donald-o-n-1894/ptd0031/13886
1895;10;1990;Cr$ 40,00;http://wwwguiadosquadrinhoscom/edicao/pato-donald-o-n-1895/ptd0031/13887
1896;10;1990;Cr$ 40,00;http://wwwguiadosquadrinhoscom/edicao/pato-donald-o-n-1896/ptd0031/13888
1897;10;1990;Cr$ 40,00;http://wwwguiadosquadrinhoscom/edicao/pato-donald-o-n-1897/ptd0031/13889
1898;11;1990;Cr$ 40,00;http://wwwguiadosquadrinhoscom/edicao/pato-donald-o-n-1898/ptd0031/13890
1899;11;1990;Cr$ 45,00;http://wwwguiadosquadrinhoscom/edicao/pato-donald-o-n-1899/ptd0031/13891
1900;11;1990;Cr$ 45,00;http://wwwguiadosquadrinhoscom/edicao/pato-donald-o-n-1900/ptd0031/13892
1901;11;1990;Cr$ 45,00;http://wwwguiadosquadrinhoscom/edicao/pato-donald-o-n-1901/ptd0031/13893
1902;12;1990;Cr$ 50,00;http://wwwguiadosquadrinhoscom/edicao/pato-donald-o-n-1902/ptd0031/13894
1903;12;1990;Cr$ 50,00;http://wwwguiadosquadrinhoscom/edicao/pato-donald-o-n-1903/ptd0031/13895
1904;12;1990;Cr$ 55,00;http://wwwguiadosquadrinhoscom/edicao/pato-donald-o-n-1904/ptd0031/13896
1905;12;1990;Cr$ 55,00;http://wwwguiadosquadrinhoscom/edicao/pato-donald-o-n-1905/ptd0031/13897
1906;12;1990;Cr$ 55,00;http://wwwguiadosquadrinhoscom/edicao/pato-donald-o-n-1906/ptd0031/13898
1907;1;1991;Cr$ 55,00;http://wwwguiadosquadrinhoscom/edicao/pato-donald-o-n-1907/ptd0031/13899
1908;1;1991;Cr$ 55,00;http://wwwguiadosquadrinhoscom/edicao/pato-donald-o-n-1908/ptd0031/13900
1909;1;1991;Cr$ 75,00;http://wwwguiadosquadrinhoscom/edicao/pato-donald-o-n-1909/ptd0031/13901
1910;1;1991;Cr$ 75,00;http://wwwguiadosquadrinhoscom/edicao/pato-donald-o-n-1910/ptd0031/13902
1911;2;1991;Cr$ 85,00;http://wwwguiadosquadrinhoscom/edicao/pato-donald-o-n-1911/ptd0031/13903
1912;2;1991;Cr$ 75,00;http://wwwguiadosquadrinhoscom/edicao/pato-donald-o-n-1912/ptd0031/13904
1913;2;1991;Cr$ 95,00;http://wwwguiadosquadrinhoscom/edicao/pato-donald-o-n-1913/ptd0031/13905
1914;2;1991;Cr$ 75,00;http://wwwguiadosquadrinhoscom/edicao/pato-donald-o-n-1914/ptd0031/13906
1915;3;1991;Cr$ 75,00;http://wwwguiadosquadrinhoscom/edicao/pato-donald-o-n-1915/ptd0031/13907
1916;3;1991;Cr$ 75,00;http://wwwguiadosquadrinhoscom/edicao/pato-donald-o-n-1916/ptd0031/13908
1917;3;1991;Cr$ 75,00;http://wwwguiadosquadrinhoscom/edicao/pato-donald-o-n-1917/ptd0031/13909
1918;3;1991;Cr$ 75,00;http://wwwguiadosquadrinhoscom/edicao/pato-donald-o-n-1918/ptd0031/13910
1919;4;1991;Cr$ 75,00;http://wwwguiadosquadrinhoscom/edicao/pato-donald-o-n-1919/ptd0031/13911
1920;4;1991;Cr$ 75,00;http://wwwguiadosquadrinhoscom/edicao/pato-donald-o-n-1920/ptd0031/13912
1921;4;1991;Cr$ 75,00;http://wwwguiadosquadrinhoscom/edicao/pato-donald-o-n-1921/ptd0031/13913
1922;4;1991;Cr$ 75,00;http://wwwguiadosquadrinhoscom/edicao/pato-donald-o-n-1922/ptd0031/13914
1923;4;1991;Cr$ 100,00;http://wwwguiadosquadrinhoscom/edicao/pato-donald-o-n-1923/ptd0031/13915
1924;5;1991;Cr$ 100,00;http://wwwguiadosquadrinhoscom/edicao/pato-donald-o-n-1924/ptd0031/13916
1925;5;1991;Cr$ 80,00;http://wwwguiadosquadrinhoscom/edicao/pato-donald-o-n-1925/ptd0031/13917
1926;5;1991;Cr$ 100,00;http://wwwguiadosquadrinhoscom/edicao/pato-donald-o-n-1926/ptd0031/13918
1927;5;1991;Cr$ 100,00;http://wwwguiadosquadrinhoscom/edicao/pato-donald-o-n-1927/ptd0031/13919
1928;6;1991;Cr$ 120,00;http://wwwguiadosquadrinhoscom/edicao/pato-donald-o-n-1928/ptd0031/13920
1929;6;1991;Cr$ 120,00;http://wwwguiadosquadrinhoscom/edicao/pato-donald-o-n-1929/ptd0031/13921
1930;6;1991;Cr$ 120,00;http://wwwguiadosquadrinhoscom/edicao/pato-donald-o-n-1930/ptd0031/13922
1931;6;1991;Cr$ 120,00;http://wwwguiadosquadrinhoscom/edicao/pato-donald-o-n-1931/ptd0031/13923
1932;7;1991;Cr$ 140,00;http://wwwguiadosquadrinhoscom/edicao/pato-donald-o-n-1932/ptd0031/13924
1933;7;1991;Cr$ 140,00;http://wwwguiadosquadrinhoscom/edicao/pato-donald-o-n-1933/ptd0031/13925
1934;7;1991;Cr$ 140,00;http://wwwguiadosquadrinhoscom/edicao/pato-donald-o-n-1934/ptd0031/13926
1935;7;1991;Cr$ 140,00;http://wwwguiadosquadrinhoscom/edicao/pato-donald-o-n-1935/ptd0031/13927
1936;7;1991;Cr$ 140,00;http://wwwguiadosquadrinhoscom/edicao/pato-donald-o-n-1936/ptd0031/13928
1937;8;1991;Cr$ 160,00;http://wwwguiadosquadrinhoscom/edicao/pato-donald-o-n-1937/ptd0031/13929
1938;8;1991;Cr$ 160,00;http://wwwguiadosquadrinhoscom/edicao/pato-donald-o-n-1938/ptd0031/13930
1939;8;1991;Cr$ 180,00;http://wwwguiadosquadrinhoscom/edicao/pato-donald-o-n-1939/ptd0031/13931
1940;8;1991;Cr$ 180,00;http://wwwguiadosquadrinhoscom/edicao/pato-donald-o-n-1940/ptd0031/13932
1941;9;1991;Cr$ 180,00;http://wwwguiadosquadrinhoscom/edicao/pato-donald-o-n-1941/ptd0031/13933
1942;9;1991;Cr$ 220,00;http://wwwguiadosquadrinhoscom/edicao/pato-donald-o-n-1942/ptd0031/13934
1943;9;1991;Cr$ 250,00;http://wwwguiadosquadrinhoscom/edicao/pato-donald-o-n-1943/ptd0031/13935
1944;9;1991;Cr$ 250,00;http://wwwguiadosquadrinhoscom/edicao/pato-donald-o-n-1944/ptd0031/13936
1945;9;1991;Cr$ 250,00;http://wwwguiadosquadrinhoscom/edicao/pato-donald-o-n-1945/ptd0031/13937
1946;10;1991;Cr$ 280,00;http://wwwguiadosquadrinhoscom/edicao/pato-donald-o-n-1946/ptd0031/13938
1947;10;1991;Cr$ 280,00;http://wwwguiadosquadrinhoscom/edicao/pato-donald-o-n-1947/ptd0031/13939
1948;10;1991;Cr$ 280,00;http://wwwguiadosquadrinhoscom/edicao/pato-donald-o-n-1948/ptd0031/13940
1949;10;1991;Cr$ 280,00;http://wwwguiadosquadrinhoscom/edicao/pato-donald-o-n-1949/ptd0031/13941
1950;11;1991;Cr$ 340,00;http://wwwguiadosquadrinhoscom/edicao/pato-donald-o-n-1950/ptd0031/13942
1951;11;1991;Cr$ 340,00;http://wwwguiadosquadrinhoscom/edicao/pato-donald-o-n-1951/ptd0031/13943
1952;11;1991;Cr$ 400,00;http://wwwguiadosquadrinhoscom/edicao/pato-donald-o-n-1952/ptd0031/13944
1953;11;1991;Cr$ 400,00;http://wwwguiadosquadrinhoscom/edicao/pato-donald-o-n-1953/ptd0031/13945
1954;12;1991;Cr$ 480,00;http://wwwguiadosquadrinhoscom/edicao/pato-donald-o-n-1954/ptd0031/13946
1955;12;1991;Cr$ 550,00;http://wwwguiadosquadrinhoscom/edicao/pato-donald-o-n-1955/ptd0031/13947
1956;12;1991;Cr$ 640,00;http://wwwguiadosquadrinhoscom/edicao/pato-donald-o-n-1956/ptd0031/13948
1957;12;1991;Cr$ 640,00;http://wwwguiadosquadrinhoscom/edicao/pato-donald-o-n-1957/ptd0031/13949
1958;12;1991;Cr$ 640,00;http://wwwguiadosquadrinhoscom/edicao/pato-donald-o-n-1958/ptd0031/13950
1959;1;1992;Cr$ 750,00;http://wwwguiadosquadrinhoscom/edicao/pato-donald-o-n-1959/ptd0031/13951
1960;1;1992;Cr$ 750,00;http://wwwguiadosquadrinhoscom/edicao/pato-donald-o-n-1960/ptd0031/13952
1961;1;1992;Cr$ 840,00;http://wwwguiadosquadrinhoscom/edicao/pato-donald-o-n-1961/ptd0031/13953
1962;1;1992;Cr$ 840,00;http://wwwguiadosquadrinhoscom/edicao/pato-donald-o-n-1962/ptd0031/13954
1963;2;1992;Cr$ 840,00;http://wwwguiadosquadrinhoscom/edicao/pato-donald-o-n-1963/ptd0031/13955
1964;2;1992;Cr$ 840,00;http://wwwguiadosquadrinhoscom/edicao/pato-donald-o-n-1964/ptd0031/13956
1965;2;1992;Cr$ 1050,00;http://wwwguiadosquadrinhoscom/edicao/pato-donald-o-n-1965/ptd0031/13957
1966;2;1992;Cr$ 1050,00;http://wwwguiadosquadrinhoscom/edicao/pato-donald-o-n-1966/ptd0031/13958
1967;3;1992;Cr$ 1100,00;http://wwwguiadosquadrinhoscom/edicao/pato-donald-o-n-1967/ptd0031/13959
1968;3;1992;Cr$ 1100,00;http://wwwguiadosquadrinhoscom/edicao/pato-donald-o-n-1968/ptd0031/13960
1969;3;1992;Cr$ 1100,00;http://wwwguiadosquadrinhoscom/edicao/pato-donald-o-n-1969/ptd0031/13961
1970;3;1992;Cr$ 1200,00;http://wwwguiadosquadrinhoscom/edicao/pato-donald-o-n-1970/ptd0031/13962
1971;3;1992;Cr$ 1200,00;http://wwwguiadosquadrinhoscom/edicao/pato-donald-o-n-1971/ptd0031/13963
1972;4;1992;Cr$ 1300,00;http://wwwguiadosquadrinhoscom/edicao/pato-donald-o-n-1972/ptd0031/13964
1973;4;1992;Cr$ 1300,00;http://wwwguiadosquadrinhoscom/edicao/pato-donald-o-n-1973/ptd0031/13965
1974;4;1992;Cr$ 1450,00;http://wwwguiadosquadrinhoscom/edicao/pato-donald-o-n-1974/ptd0031/13966
1975;4;1992;Cr$ 1450,00;http://wwwguiadosquadrinhoscom/edicao/pato-donald-o-n-1975/ptd0031/13967
1976;5;1992;Cr$ 1550,00;http://wwwguiadosquadrinhoscom/edicao/pato-donald-o-n-1976/ptd0031/13968
1977;5;1992;Cr$ 1550,00;http://wwwguiadosquadrinhoscom/edicao/pato-donald-o-n-1977/ptd0031/13969
1978;5;1992;Cr$ 1700,00;http://wwwguiadosquadrinhoscom/edicao/pato-donald-o-n-1978/ptd0031/13970
1979;5;1992;Cr$ 1700,00;http://wwwguiadosquadrinhoscom/edicao/pato-donald-o-n-1979/ptd0031/13971
1980;6;1992;Cr$ 1800,00;http://wwwguiadosquadrinhoscom/edicao/pato-donald-o-n-1980/ptd0031/13972
1981;6;1992;Cr$ 1800,00;http://wwwguiadosquadrinhoscom/edicao/pato-donald-o-n-1981/ptd0031/13973
1982;6;1992;Cr$ 2000,00;http://wwwguiadosquadrinhoscom/edicao/pato-donald-o-n-1982/ptd0031/13974
1983;6;1992;Cr$ 2000,00;http://wwwguiadosquadrinhoscom/edicao/pato-donald-o-n-1983/ptd0031/13975
1984;6;1992;Cr$ 2000,00;http://wwwguiadosquadrinhoscom/edicao/pato-donald-o-n-1984/ptd0031/13976
1985;7;1992;Cr$ 2250,00;http://wwwguiadosquadrinhoscom/edicao/pato-donald-o-n-1985/ptd0031/13977
1986;7;1992;Cr$ 2250,00;http://wwwguiadosquadrinhoscom/edicao/pato-donald-o-n-1986/ptd0031/13978
1987;7;1992;Cr$ 2550,00;http://wwwguiadosquadrinhoscom/edicao/pato-donald-o-n-1987/ptd0031/13979
1988;7;1992;Cr$ 2550,00;http://wwwguiadosquadrinhoscom/edicao/pato-donald-o-n-1988/ptd0031/13980
1989;8;1992;Cr$ 2800,00;http://wwwguiadosquadrinhoscom/edicao/pato-donald-o-n-1989/ptd0031/13981
1990;8;1992;Cr$ 2800,00;http://wwwguiadosquadrinhoscom/edicao/pato-donald-o-n-1990/ptd0031/13982
1991;8;1992;Cr$ 3100,00;http://wwwguiadosquadrinhoscom/edicao/pato-donald-o-n-1991/ptd0031/13983
1992;8;1992;Cr$ 3100,00;http://wwwguiadosquadrinhoscom/edicao/pato-donald-o-n-1992/ptd0031/13984
1993;8;1992;Cr$ 3500,00;http://wwwguiadosquadrinhoscom/edicao/pato-donald-o-n-1993/ptd0031/13985
1994;9;1992;Cr$ 3900,00;http://wwwguiadosquadrinhoscom/edicao/pato-donald-o-n-1994/ptd0031/13986
1995;11;1992;;http://wwwguiadosquadrinhoscom/edicao/pato-donald-o-n-1995/ptd0031/13987
1996;11;1992;;http://wwwguiadosquadrinhoscom/edicao/pato-donald-o-n-1996/ptd0031/13988
1997;11;1992;;http://wwwguiadosquadrinhoscom/edicao/pato-donald-o-n-1997/ptd0031/13989
1998;12;1992;;http://wwwguiadosquadrinhoscom/edicao/pato-donald-o-n-1998/ptd0031/13990
1999;12;1992;;http://wwwguiadosquadrinhoscom/edicao/pato-donald-o-n-1999/ptd0031/13991
2000;1;1993;;http://wwwguiadosquadrinhoscom/edicao/pato-donald-o-n-2000/ptd0031/13992
2001;1;1993;;http://wwwguiadosquadrinhoscom/edicao/pato-donald-o-n-2001/ptd0031/13993
2002;2;1993;;http://wwwguiadosquadrinhoscom/edicao/pato-donald-o-n-2002/ptd0031/13994
2003;2;1993;;http://wwwguiadosquadrinhoscom/edicao/pato-donald-o-n-2003/ptd0031/13995
2004;3;1993;;http://wwwguiadosquadrinhoscom/edicao/pato-donald-o-n-2004/ptd0031/13996
2005;3;1993;;http://wwwguiadosquadrinhoscom/edicao/pato-donald-o-n-2005/ptd0031/13997
2006;4;1993;;http://wwwguiadosquadrinhoscom/edicao/pato-donald-o-n-2006/ptd0031/13998
2007;4;1993;;http://wwwguiadosquadrinhoscom/edicao/pato-donald-o-n-2007/ptd0031/13999
2008;5;1993;;http://wwwguiadosquadrinhoscom/edicao/pato-donald-o-n-2008/ptd0031/14000
